UNITID,BallID,Copl,Height,Warpage,Width
784F59S601576,N3,-33.35,296.38,-30.01,498.91
784F59S601576,N4,-31.06,295.91,-28.68,495.15
784F59S601576,N5,-32.28,293.78,-30.76,489.32
784F59S601576,N6,-27.28,291.46,-30.19,470.95
784F59S601576,N7,-23.84,289.57,-29.51,468.4
784F59S601576,N8,-25.41,288.67,-29.38,468.92
784F59S601576,N9,-21.72,290.54,-24.98,473.22
784F59S601576,N10,-23.99,293.81,-27.96,463.22
784F59S601576,N25,-17.67,291.89,-22.91,472.64
784F59S601576,N27,-18.08,292.32,-22.63,476.51
784F59S601576,N28,-21.13,294.27,-23.72,481.64
784F59S601576,N29,-23.22,294.19,-24.27,500.89
784F59S601576,N30,-25.03,296.94,-25.3,497.29
784F59S601576,N31,-26.75,297.42,-26.6,499.29
784F59S601576,N32,-26.14,296.66,-28.08,500.42
784F59S601576,N34,-36.25,301.53,-34.91,503.71
784F59S601576,N35,-35.93,294.86,-37.31,506.34
784F59S601576,N36,-39.88,297.28,-39.29,509.86
784F59S601576,N37,-44.41,296.74,-42.1,500.74
784F59S601576,P2,-24.02,295.13,-23.41,492.75
784F59S601576,P3,-22.79,294.71,-22.58,500.77
784F59S601576,P4,-21.11,295.19,-20.13,498.65
784F59S601576,P5,-22.46,295.4,-20.07,496.97
784F59S601576,P6,-20.61,295.8,-20.24,478.76
784F59S601576,P7,-16.4,293.61,-19.27,474.49
784F59S601576,P8,-13.41,290.05,-19.68,476.81
784F59S601576,P10,-12.25,292.09,-17.31,468.81
784F59S601576,P24,-15.95,295.69,-17.3,484.94
784F59S601576,P26,-16.11,298.47,-17.44,485.8
784F59S601576,P33,-23.14,294.86,-26.55,499.48
784F59S601576,P34,-28.07,296.23,-29.21,504.94
784F59S601576,P35,-31.42,299.48,-31.8,506.53
784F59S601576,P36,-28.8,294.51,-33.75,503.23
784F59S601576,R1,-18.25,296.46,-15.27,495.48
784F59S601576,R2,-18.9,294.93,-16.59,500.55
784F59S601576,R3,-18.72,295.82,-16.32,503.66
784F59S601576,R4,-17.26,296.11,-13.45,500.6
784F59S601576,R9,-10.76,289.13,-14.76,479.72
784F59S601576,R24,-6.3,292.55,-7.38,483.75
784F59S601576,R25,-10.31,297.85,-12.68,491.13
784F59S601576,R26,-4.69,292.22,-8.18,487.25
784F59S601576,R27,-6.1,289.76,-12.25,481.28
784F59S601576,R28,-10.18,291.46,-13.42,486.24
784F59S601576,R29,-12.51,294.37,-14.45,503.57
784F59S601576,R30,-11.16,292.53,-15.12,504.41
784F59S601576,R31,-13.21,292.3,-16.74,502.1
784F59S601576,R32,-16.25,295.26,-18.24,504.9
784F59S601576,R34,-20.57,295.9,-20.87,503.64
784F59S601576,R35,-21.88,294.14,-23.4,506.18
784F59S601576,R36,-23.57,294.82,-26.17,505.16
784F59S601576,R37,-27.44,298.66,-28.48,498.63
784F59S601576,T3,-13.82,296.72,-10.22,507.41
784F59S601576,T4,-9.92,295.96,-9.2,506.62
784F59S601576,T5,-12.37,295.23,-10.66,503.27
784F59S601576,T6,-10.37,296.23,-10.19,479.42
784F59S601576,T7,-8.72,294.89,-9.21,478.61
784F59S601576,T8,-4.24,289.48,-10.35,478.77
784F59S601576,T9,-2.4,290.12,-5.26,482.68
784F59S601576,T10,-5.8,292.68,-7.98,466.01
784F59S601576,T25,-3.49,298.12,-3.33,485.39
784F59S601576,T27,1.38,292.34,-2.65,483.54
784F59S601576,T28,-3.45,297.76,-3.9,490.7
784F59S601576,T29,-4.39,298.27,-5.28,508.95
784F59S601576,T30,-1.46,291.43,-6.31,506.01
784F59S601576,T31,-5.96,296.98,-7.97,508.43
784F59S601576,T32,-6.92,296.52,-9.61,508.06
784F59S601576,T33,-10.41,293.25,-13.44,505.6
784F59S601576,T35,-15.89,294.98,-18.36,506.41
784F59S601576,T36,-16.97,294.16,-20.49,500.61
784F59S601576,U1,-8.5,298.74,-4.02,499.68
784F59S601576,U2,-7.56,298.12,-4.23,502.5
784F59S601576,U3,-6.6,298.68,-3.34,507.69
784F59S601576,U4,-3.3,295.27,-2.39,505.27
784F59S601576,U5,-2.01,293.36,-1.17,499.53
784F59S601576,U6,2.9,294.53,-1.18,478.74
784F59S601576,U7,4.21,289.97,0.18,480.94
784F59S601576,U8,5.92,289.83,0.03,484.7
784F59S601576,U10,5.08,293.16,1.35,468.67
784F59S601576,U24,5.95,293.1,3.09,478.33
784F59S601576,U26,5.92,289.98,1.66,481.83
784F59S601576,U34,-6.63,295.99,-8.23,511.68
784F59S601576,U35,-10.68,294.28,-10.78,513.52
784F59S601576,U36,-11.99,295.39,-13.21,509.67
784F59S601576,U37,-16.2,298.59,-15.55,502
784F59S601576,V2,0.13,297.69,2.03,498.16
784F59S601576,V3,2.81,295.72,2.4,505.36
784F59S601576,V4,2.67,296.48,4.23,505.22
784F59S601576,V9,6.54,291.7,4.38,483.73
784F59S601576,V24,11.2,298.07,12.81,481.34
784F59S601576,V25,7.93,293.82,6.5,486.79
784F59S601576,V26,19.34,289.42,11.34,479.22
784F59S601576,V27,11.65,290.89,6.68,482.34
784F59S601576,V28,6.17,295.14,5.42,493.89
784F59S601576,V29,0.8,299.8,4.42,514.59
784F59S601576,V30,6.08,292.23,3.36,504.94
784F59S601576,V31,3.1,294.78,1.98,509.44
784F59S601576,V32,-1.63,298.2,0.3,510.36
784F59S601576,V33,3.17,295.34,-0.27,510.75
784F59S601576,V34,-2.51,299.27,-3.04,514.33
784F59S601576,V35,-7,298.58,-5.59,514.77
784F59S601576,V36,-5.64,296.8,-7.43,506.49
784F59S601576,W1,5.84,296.9,9.91,505.06
784F59S601576,W2,6.22,295.68,8.44,504.97
784F59S601576,W3,7.87,296.17,9.16,511.93
784F59S601576,W4,7.38,297.18,11.07,509.32
784F59S601576,W5,5.19,296.89,8.13,503.48
784F59S601576,W6,8.58,292.71,7.89,486.47
784F59S601576,W7,9.49,293.99,9.11,487.47
784F59S601576,W8,12.51,290.21,9.04,488.75
784F59S601576,W9,16.97,292.52,14.86,486.18
784F59S601576,W10,12.58,292.81,11.71,478.37
784F59S601576,W25,17.82,294.3,16.76,485.88
784F59S601576,W27,22.88,293.69,15.92,481.82
784F59S601576,W28,16.27,296.56,14.78,493.54
784F59S601576,W29,14.17,298.42,13.7,518.21
784F59S601576,W30,16.39,294.05,12.61,513.76
784F59S601576,W31,13.17,295.14,10.96,516.26
784F59S601576,W32,10.48,294.93,9.04,514.94
784F59S601576,W34,3.61,296.67,4.39,516.81
784F59S601576,W35,3.23,298.32,1.48,514.79
784F59S601576,W36,-1,295.43,-1.46,512.24
784F59S601576,W37,-4.21,296.03,-2.92,504.75
784F59S601576,Y3,12.05,297.62,14.89,514.67
784F59S601576,Y4,12.16,296.43,15.51,518.92
784F59S601576,Y5,16.35,296.12,18.1,499.85
784F59S601576,Y6,18.37,293.44,17.85,490.65
784F59S601576,Y7,19.93,296.08,19.3,491.96
784F59S601576,Y8,24.73,290.8,18.84,497.32
784F59S601576,Y10,21.53,293.77,21.13,483.95
784F59S601576,Y24,23.04,297.22,23.21,485.43
784F59S601576,Y25,27.32,293.91,27.51,484.75
784F59S601576,Y26,25.99,292.42,21.7,487.51
784F59S601576,Y27,24.72,296.81,26.49,481.66
784F59S601576,Y28,28.79,296.09,24.97,495.23
784F59S601576,Y29,21.32,296.16,23.6,523.19
784F59S601576,Y30,21.43,294.87,21.94,508.01
784F59S601576,Y31,16.34,299.45,20.01,515.07
784F59S601576,Y32,17.95,294.56,18.1,518.31
784F59S601576,Y33,15.45,293.87,12.22,517.59
784F59S601576,Y35,7.33,296.56,7.15,515.45
784F59S601576,Y36,4.75,297.89,4.92,512.27
79N94P7700775,A3,-113.21,297.75,-106.84,507.77
79N94P7700775,A4,-112.11,297.51,-104.69,507
79N94P7700775,A5,-106.18,297.23,-103.57,506.23
79N94P7700775,A6,-104.52,295.86,-101.44,506.94
79N94P7700775,A8,-100.7,294.64,-99.54,504.54
79N94P7700775,A11,-97.83,296.67,-96.22,503.37
79N94P7700775,A12,-97.41,297.12,-94.03,504.93
79N94P7700775,A14,-97.83,297.26,-93.39,505.01
79N94P7700775,A15,-87.96,294.94,-89.97,505.04
79N94P7700775,A17,-93.1,296.47,-90.26,506
79N94P7700775,A18,-90.12,296.97,-88.06,502.37
79N94P7700775,A20,-90.65,298.63,-87.23,505.99
79N94P7700775,A22,-89.91,300.65,-86.99,510.16
79N94P7700775,A24,-93.64,303.4,-87.32,505.42
79N94P7700775,A26,-95.08,302.59,-89.26,507.35
79N94P7700775,A28,-96.84,302.67,-92.57,507.51
79N94P7700775,A30,-99.78,303.88,-95.69,507.6
79N94P7700775,A32,-102.98,298.07,-99.77,508.74
79N94P7700775,A34,-108.18,301.12,-104.55,506.76
79N94P7700775,A35,-108.89,301.06,-107.01,511.82
79N94P7700775,A36,-109.46,300.45,-108.63,506.74
79N94P7700775,AA1,15.67,299.68,21.97,512.6
79N94P7700775,AA2,16.91,297.2,21.04,516.42
79N94P7700775,AA3,17.57,295.45,20.96,514.53
79N94P7700775,AA4,19.78,296.74,22.18,513.94
79N94P7700775,AA9,23.34,292.74,22.52,506.69
79N94P7700775,AA24,32.32,295.85,32.52,494.53
79N94P7700775,AA26,29.88,296.6,30.26,501.67
79N94P7700775,AA34,17.16,300.07,19.07,527.21
79N94P7700775,AA35,16.15,299.4,17.28,526.73
79N94P7700775,AA36,15.84,298.24,14.84,523.97
79N94P7700775,AA37,11.8,298.26,12.71,510.83
79N94P7700775,AB2,27.28,294.93,28.14,519.12
79N94P7700775,AB3,23.41,295.6,27.21,515.68
79N94P7700775,AB4,24.93,294.7,28.17,517.66
79N94P7700775,AB5,21.97,297.17,24.47,516.74
79N94P7700775,AB6,24.3,294.56,25.45,504.34
79N94P7700775,AB7,27.73,291.91,26.08,507.85
79N94P7700775,AB8,30.33,290.01,25.58,511.53
79N94P7700775,AB9,33.75,290.03,31.22,511.67
79N94P7700775,AB10,30.35,291.98,27.39,501
79N94P7700775,AB25,34.93,299.71,36.33,504.44
79N94P7700775,AB27,37.89,290.74,32.63,507.15
79N94P7700775,AB28,37.28,295.41,32.3,510.67
79N94P7700775,AB29,32.22,303.14,32.75,533.47
79N94P7700775,AB30,33.98,296.98,32.24,531.48
79N94P7700775,AB31,29.51,300.01,30.47,529.43
79N94P7700775,AB32,27.69,302.01,28.63,526.15
79N94P7700775,AB33,29.93,297.01,26.48,536.47
79N94P7700775,AB34,23.48,299.75,23.85,535.79
79N94P7700775,AB35,19.73,301.34,22.28,527.94
79N94P7700775,AB36,21.96,297.28,19.54,515.58
79N94P7700775,AC1,26.17,298.43,33.31,522.08
79N94P7700775,AC2,27.77,296.87,33.3,524.91
79N94P7700775,AC3,26.16,298.78,31.43,524.65
79N94P7700775,AC4,28.9,296.17,33.34,526.75
79N94P7700775,AC5,28.25,294.96,32.59,525.54
79N94P7700775,AC6,32.61,293.02,33.58,509.07
79N94P7700775,AC7,31.43,296.65,34.31,510.83
79N94P7700775,AC8,36.01,290.72,34.22,514.46
79N94P7700775,AC10,38.73,290.22,35.59,505.69
79N94P7700775,AC24,40.53,297.61,42.44,495.67
79N94P7700775,AC25,44.43,296.81,45.42,505.58
79N94P7700775,AC26,37.95,300.98,38.91,506.18
79N94P7700775,AC27,45.36,292.78,41.87,509.25
79N94P7700775,AC28,43.25,299.86,41.25,511.02
79N94P7700775,AC29,40.21,298.66,41.29,537.77
79N94P7700775,AC30,42.03,295.01,40.06,539.22
79N94P7700775,AC31,39.33,296,38.12,537.92
79N94P7700775,AC32,33.56,300.29,36.4,542.33
79N94P7700775,AC34,31.08,298.66,30.14,539.24
79N94P7700775,AC35,23.37,301.21,29.17,539.09
79N94P7700775,AC36,22.84,300.54,25.34,532.37
79N94P7700775,AC37,19.74,301.64,23.42,519.15
79N94P7700775,AD3,31.98,298.37,36.43,530.93
79N94P7700775,AD4,34.5,297.03,36.69,529.36
79N94P7700775,AD9,41.7,291.99,39.42,514.96
79N94P7700775,AD24,55.78,294.82,54.19,495.96
79N94P7700775,AD26,45.52,298.65,47.71,509.53
79N94P7700775,AD33,38.38,297.12,36.67,543.37
79N94P7700775,AD35,32.25,297.72,32.32,541.99
79N94P7700775,AD36,27.58,299.24,29.19,533.06
79N94P7700775,AE1,34.94,300.61,42.35,529.71
79N94P7700775,AE2,36.84,300.49,41.56,532.36
79N94P7700775,AE3,35.48,300.52,40.5,532.29
79N94P7700775,AE4,38.72,296.89,42.22,532.83
79N94P7700775,AE5,35.58,301.44,39.96,532.13
79N94P7700775,AE6,38.77,295.12,41.42,510.69
79N94P7700775,AE7,43.83,294.95,42.5,513.01
79N94P7700775,AE8,44.78,293.38,42.91,518.51
79N94P7700775,AE9,52.13,294.11,50.01,519.21
79N94P7700775,AE10,49.01,292.27,46.06,503.8
79N94P7700775,AE24,66.98,298.52,68.05,496.52
79N94P7700775,AE25,57.8,297.17,57.23,503.57
79N94P7700775,AE26,61.31,294.99,60.23,508.72
79N94P7700775,AE27,58.58,295.43,51.42,508.23
79N94P7700775,AE28,53.26,300.47,50.32,509.44
79N94P7700775,AE29,48.61,302.73,49.13,540.16
79N94P7700775,AE30,50.39,298.48,48.27,544.32
79N94P7700775,AE31,46.06,297.87,46.08,545.37
79N94P7700775,AE32,43.31,296.83,44.61,543.87
79N94P7700775,AE34,37.41,301.35,40.05,545.64
79N94P7700775,AE35,37.44,300.64,37.73,549.98
79N94P7700775,AE36,41.11,295.75,34.69,543.97
79N94P7700775,AE37,30.8,301.84,32.64,532.26
79N94P7700775,AF2,42.53,300.47,47.16,535.29
79N94P7700775,AF3,42.48,295.81,45.23,532.96
79N94P7700775,AF4,44.69,296.71,47.48,535.41
79N94P7700775,AF5,42.17,299.07,47.59,537.24
79N94P7700775,AF6,47.35,295.13,49.63,515.08
79N94P7700775,AF7,53.11,293.03,51.81,514.4
79N94P7700775,AF8,56.33,291.55,52.68,522.83
79N94P7700775,AF10,60.38,294.21,57.82,505.53
79N94P7700775,AF25,71.06,296.09,68.73,505.18
79N94P7700775,AF27,60.74,296.71,61.81,508.45
79N94P7700775,AF28,59.18,299.36,60.2,511.45
79N94P7700775,AF29,53.93,305.64,57.93,543.49
79N94P7700775,AF30,59.31,296.45,56.54,548.1
79N94P7700775,AF31,50.31,301.26,53.74,548.38
79N94P7700775,AF32,48.18,300.43,50.99,547.47
79N94P7700775,AF33,47.74,295.07,45.92,550.37
79N94P7700775,AF34,42.12,300.37,43.42,553.82
79N94P7700775,AF35,39.08,300.75,40.79,548.12
79N94P7700775,AF36,36.2,299.7,38.41,537.76
79N94P7700775,AG1,45.43,296.98,50.37,534.86
79N94P7700775,AG2,47.66,296.69,50.37,539.38
79N94P7700775,AG3,45.07,297.13,49.35,538.95
79N94P7700775,AG4,49.18,294.68,51.9,539.63
79N94P7700775,AG5,56.12,292.99,54.06,540.42
79N94P7700775,AG6,56.45,295.3,57.02,516.04
79N94P7700775,AG7,60.02,295.25,59.68,517.91
79N94P7700775,AG8,66.07,290.35,61.99,522.92
79N94P7700775,AG9,63.38,292.55,59.69,518.92
79N94P7700775,AG10,69.9,292.28,69.51,504.95
79N94P7700775,AG24,77.13,299.1,80.33,494.66
79N94P7700775,AG26,69.92,296.19,70.25,507.36
79N94P7700775,AG34,49.02,301.63,48.71,553.93
79N94P7700775,AG35,44.92,301.41,46.6,554.22
79N94P7700775,AG36,41.65,302.57,42.55,547.44
79N94P7700775,AG37,37.15,304.87,39.97,537.35
79N94P7700775,AH3,50.37,298.49,53.02,540.34
79N94P7700775,AH4,50.11,295.74,54.25,539.65
79N94P7700775,AH9,71.75,293.38,70.2,522.05
79N94P7700775,AH24,87.73,300.55,90.61,496.93
79N94P7700775,AH25,79.67,296.68,79.83,503.37
79N94P7700775,AH26,76.26,300.8,81.3,507.69
79N94P7700775,AH27,72.73,296.32,70.87,507.7
79N94P7700775,AH28,72.73,296.38,69.36,508.99
79N94P7700775,AH29,66.82,299.28,66.23,546.23
79N94P7700775,AH30,61.93,301.4,63.57,552.33
79N94P7700775,AH31,59.5,300.1,60.2,553.69
79N94P7700775,AH32,52.67,301.58,56.81,551.63
79N94P7700775,AH33,56.54,298.27,54.97,554.57
79N94P7700775,AH35,48.69,299.71,49.01,554.34
79N94P7700775,AH36,41.09,304.73,44.43,543.84
79N94P7700775,AJ1,51.11,300.29,57.28,540.86
79N94P7700775,AJ2,51.37,299.99,56.9,543.58
79N94P7700775,AJ3,53.8,296.13,57.18,542.95
79N94P7700775,AJ4,58.18,294.95,59.59,542.94
79N94P7700775,AJ5,58.69,296.62,61.16,542.21
79N94P7700775,AJ6,63.12,297.45,64.33,516.53
79N94P7700775,AJ7,72.49,291.36,67.33,515.15
79N94P7700775,AJ8,75.32,289.36,70.28,522.21
79N94P7700775,AJ10,81.81,288.58,77.73,505.76
79N94P7700775,AJ25,87.87,296.55,89.31,502.33
79N94P7700775,AJ27,79.54,297.25,80.67,509.36
79N94P7700775,AJ28,80.6,295.41,77.93,507.52
79N94P7700775,AJ29,70.26,301.41,73.79,547.56
79N94P7700775,AJ30,68.74,299.46,70.35,552.71
79N94P7700775,AJ31,63.95,301.63,67.12,553.15
79N94P7700775,AJ32,58.82,303.42,63.07,551.52
79N94P7700775,AJ34,52.97,303.98,56.43,556.78
79N94P7700775,AJ35,49.62,303.9,53.31,559.04
79N94P7700775,AJ36,46.2,302.34,49.37,553.32
79N94P7700775,AJ37,40.9,305.1,46.3,542.26
79N94P7700775,AK2,58.38,292.87,60.35,544.75
79N94P7700775,AK3,55.07,297.52,60.35,540.92
79N94P7700775,AK4,62.47,296.85,63.69,543.76
79N94P7700775,AK9,81.82,292.19,78.76,519.2
79N94P7700775,AK24,94.52,300.05,99.3,496.62
79N94P7700775,AK26,89.43,298.65,90.19,504.49
79N94P7700775,AK33,59.78,300.55,61.25,559.13
79N94P7700775,AK34,55.48,300.58,56.95,561.33
79N94P7700775,AK35,53.75,298.55,54,557.11
79N94P7700775,AK36,49.18,299.95,50.46,544.72
79N94P7700775,AL1,55.81,297.33,61.71,543.67
79N94P7700775,AL2,60.4,295.34,61.75,546.74
79N94P7700775,AL3,57.65,296.7,62.36,545.26
79N94P7700775,AL4,69.25,296.01,66.41,544.64
79N94P7700775,AL5,65.49,297.19,66.6,544.2
79N94P7700775,AL6,71,294.67,70.79,516.41
79N94P7700775,AL7,76.52,290.56,74.15,517.55
79N94P7700775,AL8,83.4,287.37,77.61,519.94
79N94P7700775,AL9,89.04,293.61,86.41,517.07
79N94P7700775,AL10,90.43,290.73,86.5,504.88
79N94P7700775,AL24,101.55,299.39,106.02,495.66
79N94P7700775,AL25,94.49,296.21,96.87,502.92
79N94P7700775,AL26,94.98,300,97.42,503.01
79N94P7700775,AL27,88.84,295.69,88.63,506.68
79N94P7700775,AL28,85.83,295.81,84.82,507.29
79N94P7700775,AL29,81.83,298.43,81,548.77
79N94P7700775,AL30,72.75,299.34,75.69,553.32
79N94P7700775,AL31,66.08,304.14,71.72,553.36
79N94P7700775,AL32,64.5,303.92,68.42,552.03
79N94P7700775,AL34,58.72,304.13,62.11,557.81
79N94P7700775,AL35,54.8,302.13,58.74,559.59
79N94P7700775,AL36,52.23,298.51,53.75,554.65
79N94P7700775,AL37,46.88,303.66,51.15,541.67
79N94P7700775,AM3,58.83,297.47,64.25,547.41
79N94P7700775,AM4,65.31,296.63,66.81,549.18
79N94P7700775,AM5,74.36,291.59,70.72,544.6
79N94P7700775,AM6,78.11,291.48,75.08,514.96
79N94P7700775,AM7,80.6,291.89,79.04,516.88
79N94P7700775,AM8,89.65,289.65,83.29,518.08
79N94P7700775,AM10,97.71,289.18,92.59,505.53
79N94P7700775,AM25,101.98,298.79,103.28,500.81
79N94P7700775,AM27,96.65,293.81,94.01,506.52
79N94P7700775,AM28,91.66,297.91,89.96,508.09
79N94P7700775,AM29,79.89,305.45,85.53,546.15
79N94P7700775,AM30,77.53,301.83,80.89,551.29
79N94P7700775,AM31,71.77,303.49,75.59,557.18
79N94P7700775,AM32,67.11,301.48,71.23,553.03
79N94P7700775,AM33,65.24,300.89,66.82,556.52
79N94P7700775,AM35,57.51,302.78,59.71,557.3
79N94P7700775,AM36,57.78,297.63,53.83,545.66
79N94P7700775,AN1,61.08,297.01,64.13,544.48
79N94P7700775,AN2,64.23,293.45,65.32,547.73
79N94P7700775,AN3,65.16,294.62,67.21,548.56
79N94P7700775,AN4,68.94,294.82,70.37,549.53
79N94P7700775,AN5,70.12,297.14,73.92,547.37
79N94P7700775,AN6,79.06,291.76,78.17,515.21
79N94P7700775,AN7,90.87,285.5,82.64,515.49
79N94P7700775,AN8,94.38,291.23,87.34,520.78
79N94P7700775,AN9,96.54,289.35,91.16,516.29
79N94P7700775,AN10,102.32,286.79,96.06,505.97
79N94P7700775,AN24,104.6,301.57,111.66,493.18
79N94P7700775,AN25,106.2,297.89,108.02,501.36
79N94P7700775,AN26,99.28,298.47,103.36,502.28
79N94P7700775,AN27,98.92,297.4,98.47,505.03
79N94P7700775,AN28,93.86,297.19,93.57,507.92
79N94P7700775,AN29,83.74,302.69,88.61,549.61
79N94P7700775,AN30,83.53,298.03,82.49,553
79N94P7700775,AN31,75.71,300.5,78.19,556.39
79N94P7700775,AN32,71.7,300.35,73.38,554.28
79N94P7700775,AN34,63.62,305.26,65.41,558.9
79N94P7700775,AN35,58.15,301.89,61.32,559.11
79N94P7700775,AN36,53.79,305.22,57.06,554.78
79N94P7700775,AN37,50.92,298.72,53.14,545.13
79N94P7700775,AP2,61.89,296.16,66.46,550.38
79N94P7700775,AP3,67.43,294.46,67.08,549.7
79N94P7700775,AP4,75.34,292.02,72.17,549.41
79N94P7700775,AP9,102.14,286.96,93.74,518.2
79N94P7700775,AP24,112.03,300.2,115.55,493.93
79N94P7700775,AP26,105.28,299,106.98,506.59
79N94P7700775,AP33,65.77,301.41,70.22,560.7
79N94P7700775,AP34,61.24,302.86,63.67,562.87
79N94P7700775,AP35,57.55,304.63,60.33,559.22
79N94P7700775,AP36,54.78,300.09,55.9,546.13
79N94P7700775,AR1,63.81,296.21,66.5,549.32
79N94P7700775,AR2,65.61,295.27,67.4,549.13
79N94P7700775,AR3,65.09,298.16,68.66,549.24
79N94P7700775,AR4,77.3,292.74,72.99,552.05
79N94P7700775,AR5,77.75,290.41,75.68,549.86
79N94P7700775,AR6,88.13,287.55,80.51,515.51
79N94P7700775,AR7,93.68,288.66,84.53,517.1
79N94P7700775,AR8,98.44,286.68,89.79,520.32
79N94P7700775,AR10,100.98,293.13,98.7,505.83
79N94P7700775,AR25,109,299.65,110.88,499.1
79N94P7700775,AR27,100.43,296.38,100.12,507.08
79N94P7700775,AR28,98.82,295.63,95.47,510.26
79N94P7700775,AR29,83.8,301.84,89.22,551.74
79N94P7700775,AR30,83.77,300.62,84.71,553.74
79N94P7700775,AR31,77.26,300.17,79.24,556.68
79N94P7700775,AR32,72.08,300.97,73.93,555.36
79N94P7700775,AR34,65.37,299.21,67.35,561.09
79N94P7700775,AR35,56.57,308.1,62.42,560.88
79N94P7700775,AR36,54.57,303.06,57.7,556.61
79N94P7700775,AR37,50.28,303.08,54.29,547.68
79N94P7700775,AT3,65.21,296.66,68.99,549.85
79N94P7700775,AT4,74.74,291.68,71.14,551.04
79N94P7700775,AT9,101.86,289.04,95.7,518.53
79N94P7700775,AT24,113.71,300.36,116.64,494.85
79N94P7700775,AT26,104.65,298.21,107.95,503.42
79N94P7700775,AT33,70.48,297.18,70.28,560.03
79N94P7700775,AT35,59.18,303.03,62.9,563.61
79N94P7700775,AT36,57.45,298.23,56.22,551.96
79N94P7700775,AU1,64.6,295.32,66.35,547.04
79N94P7700775,AU2,64.92,299.19,67.34,549.08
79N94P7700775,AU3,69.23,291.41,69.22,553.99
79N94P7700775,AU4,76.48,290.94,73.35,549.84
79N94P7700775,AU5,77.85,293.71,76.03,548.96
79N94P7700775,AU6,86.3,289.66,81.87,516.37
79N94P7700775,AU7,91.7,287.59,85.68,514.75
79N94P7700775,AU8,96.96,289.41,91.21,519.47
79N94P7700775,AU9,103.27,286.14,94.72,517.36
79N94P7700775,AU10,105.83,286.81,99.55,505.12
79N94P7700775,AU24,113.41,299.41,116.22,495.7
79N94P7700775,AU25,111.54,297.11,111.91,500.43
79N94P7700775,AU26,106.9,297.75,108.15,502.75
79N94P7700775,AU27,103.77,294.03,100.65,509.83
79N94P7700775,AU28,97.14,295.56,95.95,511.07
79N94P7700775,AU29,87.71,299.99,89.83,553.8
79N94P7700775,AU30,82.74,299.9,83.47,556.01
79N94P7700775,AU31,78.33,299.68,79.32,560.96
79N94P7700775,AU32,75.74,298.07,74.2,556.59
79N94P7700775,AU34,65.37,300.85,66.96,561.48
79N94P7700775,AU35,57.77,301.92,61.65,563.04
79N94P7700775,AU36,56.14,299.78,56.56,556.89
79N94P7700775,AU37,50.09,304.1,53.93,548.37
79N94P7700775,AV2,64.85,292.94,66.27,550.3
79N94P7700775,AV3,69.35,289.78,67.12,548.4
79N94P7700775,AV4,76.17,292.25,72.82,551.88
79N94P7700775,AV5,79.49,288.89,75.39,552.11
79N94P7700775,AV6,84.13,291.28,80.7,516.63
79N94P7700775,AV7,90.24,286.92,84.83,512.93
79N94P7700775,AV8,94.95,290.44,89.83,515.86
79N94P7700775,AV10,106.49,286.56,98.87,504.62
79N94P7700775,AV25,110.29,295.79,109.77,503.11
79N94P7700775,AV27,100.45,296.02,101.66,510.29
79N94P7700775,AV28,94.14,297.95,94.85,510.01
79N94P7700775,AV29,85.08,302.19,88.85,552.05
79N94P7700775,AV30,79.73,304.99,84.5,556.93
79N94P7700775,AV31,75.3,301.39,78.5,559.26
79N94P7700775,AV32,73,299,72.39,559.29
79N94P7700775,AV33,70.51,298.33,69.15,564.27
79N94P7700775,AV34,58.83,301.89,62.74,564.71
79N94P7700775,AV35,55.23,299.66,58.44,559.05
79N94P7700775,AV36,56.49,298.31,54.83,550.05
79N94P7700775,AW1,66.05,291.49,63.86,552.39
79N94P7700775,AW2,62.32,295.39,65.48,552.98
79N94P7700775,AW3,70.48,288.46,68.43,550.44
79N94P7700775,AW4,75,289.89,72.23,551.29
79N94P7700775,AW5,76.2,291.68,74.02,549.15
79N94P7700775,AW6,83.33,288.6,78.76,514.64
79N94P7700775,AW7,87.24,287.81,82.13,514.44
79N94P7700775,AW8,93.91,290.01,88.3,517.01
79N94P7700775,AW9,101.87,287.23,94.15,519.43
79N94P7700775,AW10,100.16,290.14,97.03,503.97
79N94P7700775,AW24,112.88,298.59,114.89,494.36
79N94P7700775,AW25,109.56,296.04,107.9,504.28
79N94P7700775,AW26,105.72,298.82,106.61,505.12
79N94P7700775,AW27,99.44,294.68,98.42,510.58
79N94P7700775,AW28,93.63,296.48,93.05,509.13
79N94P7700775,AW29,88.35,298.13,87.76,553.34
79N94P7700775,AW30,83.85,298.74,83.35,560.87
79N94P7700775,AW31,78.02,297.94,77,560.75
79N94P7700775,AW32,71.28,298.57,71.7,557.12
79N94P7700775,AW34,60.63,305.76,66.05,564.43
79N94P7700775,AW35,56.6,303.89,60.32,565.15
79N94P7700775,AW36,55.51,299.77,55.2,558.61
79N94P7700775,AW37,48.56,303.55,51.48,546.92
79N94P7700775,AY3,63.77,294.21,66.59,551.99
79N94P7700775,AY4,72.18,289.64,68.9,555.02
79N94P7700775,AY9,95.29,290.29,90.82,518.18
79N94P7700775,AY24,111.05,300.18,111.86,496.34
79N94P7700775,AY26,103.42,297.02,102.77,505.78
79N94P7700775,AY33,68.08,297.44,66.73,562.81
79N94P7700775,AY35,58.12,299.21,58.77,562.16
79N94P7700775,AY36,54.61,300.53,52.67,550.87
79N94P7700775,B2,-111.65,300.09,-102.99,510.53
79N94P7700775,B3,-103.21,294.23,-100.57,509.47
