UNITID,BallID,Copl,Height,Warpage,Width
784F59S603770,A3,-124.47,299.15,-119.74,494.15
784F59S603770,A4,-122.39,299.07,-117.92,497.3
784F59S603770,A5,-117.98,298.28,-115.31,495.63
784F59S603770,A6,-117.34,301.25,-111.79,496.24
784F59S603770,A8,-113.1,299.52,-107.78,493.51
784F59S603770,A11,-106.55,297.77,-104.62,495.16
784F59S603770,A12,-107.25,300,-102.8,492.85
784F59S603770,A14,-101.91,293.88,-101.52,490.17
784F59S603770,A15,-103.14,301.38,-100.32,496.39
784F59S603770,A17,-99.93,296.32,-99.53,495.35
784F59S603770,A18,-101.56,300.65,-99,499.62
784F59S603770,A20,-101.64,298.72,-99.65,496.33
784F59S603770,A22,-108.1,302.06,-102.15,502.05
784F59S603770,A24,-111.65,303.45,-106.17,500.28
784F59S603770,A26,-113.61,301.85,-109.48,501.15
784F59S603770,A28,-118.51,302.39,-114.69,499.75
784F59S603770,A30,-124.56,305.59,-120.89,498.94
784F59S603770,A32,-127.62,298.06,-127.92,494.42
784F59S603770,A34,-135.79,300.23,-134.06,496.11
784F59S603770,A35,-139.86,301.83,-136.48,500.98
784F59S603770,A36,-139.55,300.39,-138.76,492.83
784F59S603770,AA1,20.3,297.24,23.09,505.58
784F59S603770,AA2,22.07,296.56,24.87,510.75
784F59S603770,AA3,24.18,297.4,27.22,520.78
784F59S603770,AA4,26.96,299.27,30.66,514.23
784F59S603770,AA9,45.34,290.54,39.48,497.45
784F59S603770,AA24,47.17,299.03,45.56,490.92
784F59S603770,AA26,42.91,297.27,41.05,492.85
784F59S603770,AA34,5.22,303.5,9.98,533.3
784F59S603770,AA35,0.51,305.87,5.55,538.14
784F59S603770,AA36,-2.45,303.13,0.38,537.03
784F59S603770,AA37,-9.41,305.08,-4.95,528.81
784F59S603770,AB2,27.76,298,30.44,509.59
784F59S603770,AB3,33.93,294.48,32.9,516.3
784F59S603770,AB4,35.64,297.54,37.53,514.57
784F59S603770,AB5,35.27,297.78,36.69,514.79
784F59S603770,AB6,37.87,298.41,38.96,497.23
784F59S603770,AB7,41.43,298.61,41.46,494.56
784F59S603770,AB8,47.59,291.87,42.58,503.38
784F59S603770,AB9,55.01,291.83,50.23,495.21
784F59S603770,AB10,48.75,296.32,48.01,483.21
784F59S603770,AB25,47.55,299.68,48.79,493.02
784F59S603770,AB27,49.22,296.07,44.41,494.19
784F59S603770,AB28,45.09,301.06,41.74,504.56
784F59S603770,AB29,34.5,304.1,38.89,535.16
784F59S603770,AB30,33.98,299.99,34.55,534.36
784F59S603770,AB31,28.86,302.53,30.97,531.72
784F59S603770,AB32,21.58,303.8,26.77,531.82
784F59S603770,AB33,17.45,304.21,21.42,537.4
784F59S603770,AB34,11.07,302.92,14.31,542.93
784F59S603770,AB35,7.16,303.81,9.44,544.55
784F59S603770,AB36,-1.67,306.62,4.4,538.75
784F59S603770,AC1,32.36,297.43,35.56,509.47
784F59S603770,AC2,35.09,296.28,35.87,522.77
784F59S603770,AC3,41.8,292.76,38.99,522.19
784F59S603770,AC4,42.51,296.72,43.25,525.92
784F59S603770,AC5,45.01,295.61,45.04,518.58
784F59S603770,AC6,48.16,296.49,48.11,493.58
784F59S603770,AC7,49.08,299.33,50.82,498.9
784F59S603770,AC8,58.24,289.68,52.39,497.89
784F59S603770,AC10,59.89,294.05,58.2,479.15
784F59S603770,AC24,53.46,299.83,56.91,488.42
784F59S603770,AC25,58.66,298.19,59.51,493.39
784F59S603770,AC26,51.43,298.54,51.95,503.04
784F59S603770,AC27,57.08,296.42,54.46,499.58
784F59S603770,AC28,54.42,296.39,51.43,505.18
784F59S603770,AC29,45.54,301.82,48.54,537.55
784F59S603770,AC30,46.2,298.14,44.24,536.24
784F59S603770,AC31,37.65,301.28,40.63,538.32
784F59S603770,AC32,31.79,304.78,36.55,540.66
784F59S603770,AC34,19.03,307.72,23.57,543.02
784F59S603770,AC35,12.2,306.25,19.08,548.56
784F59S603770,AC36,9.32,300.9,12.37,547.29
784F59S603770,AC37,0.93,305.2,7.32,539.46
784F59S603770,AD3,43.15,297.23,42.65,521.87
784F59S603770,AD4,43.49,300.29,45.16,525.85
784F59S603770,AD9,65.38,290.73,60.27,497.61
784F59S603770,AD24,65.67,301.65,69.74,491.18
784F59S603770,AD26,60.48,299.47,62.21,502.63
784F59S603770,AD33,30.9,300.54,33.58,543.15
784F59S603770,AD35,20.89,301.12,22.51,551.18
784F59S603770,AD36,10.55,307.19,16.02,552.74
784F59S603770,AE1,39.18,301.05,44.49,525.44
784F59S603770,AE2,42.83,298.7,46.41,530.79
784F59S603770,AE3,46.17,299.04,49.56,528.78
784F59S603770,AE4,51.68,299.27,53.24,528.47
784F59S603770,AE5,54.88,294.07,53.62,520.85
784F59S603770,AE6,58.76,294.63,57.18,495.25
784F59S603770,AE7,61.6,295.77,61.03,502.36
784F59S603770,AE8,68.06,291.28,62.84,505.82
784F59S603770,AE9,74.75,295.12,71.85,507.43
784F59S603770,AE10,71.35,294.77,70.13,494.34
784F59S603770,AE24,82.21,302.61,84.51,488.09
784F59S603770,AE25,73.66,297.99,71.96,496.44
784F59S603770,AE26,78.73,298.13,75.6,496.71
784F59S603770,AE27,68.3,296.13,65.2,501.85
784F59S603770,AE28,60.82,299.44,62.09,504.17
784F59S603770,AE29,57.89,299.8,58.42,537.41
784F59S603770,AE30,56.24,300.25,54.67,539.19
784F59S603770,AE31,44.47,305.8,50.24,542.07
784F59S603770,AE32,39.34,306.87,45.18,544.81
784F59S603770,AE34,31.91,305.45,35.94,545.61
784F59S603770,AE35,23.92,310.25,29.88,549.55
784F59S603770,AE36,19.08,304.52,24.1,552.18
784F59S603770,AE37,11.44,307.62,18.84,547.49
784F59S603770,AF2,50.39,299.51,51.07,530.32
784F59S603770,AF3,51.98,296.18,52.99,534.04
784F59S603770,AF4,57.32,297.75,58.99,539.51
784F59S603770,AF5,62.81,296.65,62.71,528.29
784F59S603770,AF6,66.67,295.89,66.15,501.75
784F59S603770,AF7,72.49,293.39,70.93,502.34
784F59S603770,AF8,80.56,289.35,73.68,509.32
784F59S603770,AF10,86.79,292.54,82.42,494.77
784F59S603770,AF25,86.73,296.55,84.75,495.07
784F59S603770,AF27,80.15,294.15,76.91,496.99
784F59S603770,AF28,72.08,300.03,73.53,504.66
784F59S603770,AF29,65.17,303.27,69.26,538.61
784F59S603770,AF30,64.81,299.25,63.66,541.49
784F59S603770,AF31,59.68,301.76,59.15,543.39
784F59S603770,AF32,47.97,310.9,53.87,546.57
784F59S603770,AF33,41.69,302.84,45.3,545.47
784F59S603770,AF34,36.45,304.45,37.84,550.34
784F59S603770,AF35,26.86,306.45,32.49,554.15
784F59S603770,AF36,24.25,305.78,27.05,552.5
784F59S603770,AG1,51.01,298.62,53.77,528.52
784F59S603770,AG2,48.35,305.77,55.28,533.82
784F59S603770,AG3,52.34,303.58,58.69,536.2
784F59S603770,AG4,63.73,296.82,64.42,543.76
784F59S603770,AG5,68.44,296.55,70.12,536.27
784F59S603770,AG6,76.45,293.12,74.56,503.07
784F59S603770,AG7,83.83,292.93,79.63,505.95
784F59S603770,AG8,89.87,290.9,83.63,508.47
784F59S603770,AG9,89.18,289.56,82.72,507.03
784F59S603770,AG10,95.82,293.24,92.59,495.98
784F59S603770,AG24,94.88,300.1,96.52,488.86
784F59S603770,AG26,89.18,295.98,86.51,495.88
784F59S603770,AG34,42.58,303.34,46.91,547.56
784F59S603770,AG35,37.13,305.63,41.71,553.78
784F59S603770,AG36,29.99,304.65,33.53,553.07
784F59S603770,AG37,24.34,303.86,28.54,551.16
784F59S603770,AH3,60.12,298.56,61.86,536.17
784F59S603770,AH4,62.7,297.26,64.94,547.98
784F59S603770,AH9,97.47,292.52,92.04,508.7
784F59S603770,AH24,109.4,298.03,107.38,487.92
784F59S603770,AH25,97.93,297.42,96.04,494.54
784F59S603770,AH26,96.08,299.47,96.65,495.43
784F59S603770,AH27,89.55,296.32,87.36,498.05
784F59S603770,AH28,84.58,299.38,83.79,500.84
784F59S603770,AH29,76.69,302.72,77.9,540.62
784F59S603770,AH30,74.12,298.64,72.1,538.58
784F59S603770,AH31,67.3,300.6,66.66,543.57
784F59S603770,AH32,55.76,304.4,61.45,548.66
784F59S603770,AH33,52.13,303.92,55.16,549.17
784F59S603770,AH35,41.04,302.66,43.48,555.22
784F59S603770,AH36,31.93,305.32,37.27,555.97
784F59S603770,AJ1,55.71,300,61.05,534.71
784F59S603770,AJ2,62.46,298.01,63.51,537.04
784F59S603770,AJ3,65.93,294.83,66.98,540.05
784F59S603770,AJ4,72.61,296.77,71.97,544.32
784F59S603770,AJ5,77.44,294.62,76.23,541.51
784F59S603770,AJ6,84.86,294.18,81.74,501.91
784F59S603770,AJ7,89.37,291.82,87.06,507.6
784F59S603770,AJ8,97.37,292.92,91.49,510.68
784F59S603770,AJ10,107,292.84,101.44,494.86
784F59S603770,AJ25,110.22,296.55,105.95,490.78
784F59S603770,AJ27,97.13,298.52,96.75,498.32
784F59S603770,AJ28,94.34,296.5,92.64,496.5
784F59S603770,AJ29,79.62,306.96,85.95,541.65
784F59S603770,AJ30,75.16,303.65,80.24,539.62
784F59S603770,AJ31,71.75,303.3,75.56,543.13
784F59S603770,AJ32,62.22,307.28,68.52,547.09
784F59S603770,AJ34,51.73,304.06,56.64,550.37
784F59S603770,AJ35,43.89,307.82,49.65,552.94
784F59S603770,AJ36,37.03,305.83,42.94,558.35
784F59S603770,AJ37,33.34,305.56,36.87,552.64
784F59S603770,AK2,64.52,295.33,65.68,535.53
784F59S603770,AK3,70.13,293.57,69.3,540.75
784F59S603770,AK4,74.78,295.22,75.73,545.05
784F59S603770,AK9,104.79,293.15,100.6,508.49
784F59S603770,AK24,116.94,297.36,116.73,486.89
784F59S603770,AK26,106.44,296.71,106.03,494.12
784F59S603770,AK33,60.15,303.56,63.63,548.18
784F59S603770,AK34,54.16,302.63,56.31,551
784F59S603770,AK35,47.13,304.44,51.04,554.01
784F59S603770,AK36,42.74,303.24,43.99,553.01
784F59S603770,AL1,62.91,301.06,66.56,535.04
784F59S603770,AL2,67.06,298.17,68.83,540.29
784F59S603770,AL3,70.24,297.78,73.49,542.73
784F59S603770,AL4,77.42,298.99,79.34,550.49
784F59S603770,AL5,81.65,295.25,82.75,544.06
784F59S603770,AL6,88.68,296.11,88.24,500.65
784F59S603770,AL7,98.03,293.47,93.97,505.45
784F59S603770,AL8,105.86,291.47,99.47,507.07
784F59S603770,AL9,114.37,288.8,107.64,506.64
784F59S603770,AL10,110.77,294.59,109.29,496.67
784F59S603770,AL24,122.75,300.59,124.17,485.96
784F59S603770,AL25,113.76,299.98,114.7,493.55
784F59S603770,AL26,115.45,296.2,113.2,486.03
784F59S603770,AL27,106.62,294.94,104.77,489.89
784F59S603770,AL28,101.06,297.77,99.87,496.22
784F59S603770,AL29,91.92,300.7,94.52,540.24
784F59S603770,AL30,83.78,300.55,86.84,542.6
784F59S603770,AL31,77.34,304.64,81.56,543.2
784F59S603770,AL32,69.27,304.48,74.76,546.8
784F59S603770,AL34,61.41,304.56,64.63,546.16
784F59S603770,AL35,50.87,307.24,57.56,551.82
784F59S603770,AL36,45.68,305.6,49.01,555.18
784F59S603770,AL37,38.48,305.74,43.49,549.25
784F59S603770,AM3,71.05,296.83,73.91,542.27
784F59S603770,AM4,76.59,298.04,78.36,551.92
784F59S603770,AM5,85.44,295.85,86.26,542.32
784F59S603770,AM6,94.86,293.9,92.33,500.29
784F59S603770,AM7,102.2,296.17,98.26,502.64
784F59S603770,AM8,109.77,290.44,104.27,508.21
784F59S603770,AM10,118.79,292.53,114.31,494.31
784F59S603770,AM25,123.43,296.17,120.72,490.08
784F59S603770,AM27,113.49,296.85,110.94,488.07
784F59S603770,AM28,108.1,296.66,105.07,493.86
784F59S603770,AM29,94.97,304.87,98.94,537.34
784F59S603770,AM30,89.64,299.61,91.4,541.04
784F59S603770,AM31,82.26,303.86,85.99,539.89
784F59S603770,AM32,73.79,306.3,78.75,541.86
784F59S603770,AM33,69.31,300.45,70.05,542.47
784F59S603770,AM35,54.09,304.66,58.4,549.58
784F59S603770,AM36,43.02,307.77,50.01,550.63
784F59S603770,AN1,64.91,303.37,70.46,538.28
784F59S603770,AN2,68.54,297.4,72.59,535.94
784F59S603770,AN3,76.1,295.38,77.44,546.69
784F59S603770,AN4,81.51,297.01,83.17,551.15
784F59S603770,AN5,89.51,299.22,90.04,543.88
784F59S603770,AN6,102.24,289.95,96.08,497.86
784F59S603770,AN7,107.76,289,102.15,497.78
784F59S603770,AN8,114.56,290.69,108.04,506.98
784F59S603770,AN9,114.96,293.2,111.83,508.25
784F59S603770,AN10,123.23,292.16,118.92,494.67
784F59S603770,AN24,127.7,299.9,129.03,488.85
784F59S603770,AN25,128.45,294.84,125.28,489.83
784F59S603770,AN26,123.54,293.11,118.71,486.84
784F59S603770,AN27,117.08,294.42,114.92,487.09
784F59S603770,AN28,113.34,296.37,108.98,487.66
784F59S603770,AN29,102.66,298.3,102.48,534.51
784F59S603770,AN30,96.57,296.3,94.29,537.37
784F59S603770,AN31,87.09,300.42,89.48,538.52
784F59S603770,AN32,77.88,304.47,82.05,540.64
784F59S603770,AN34,62.98,304.02,69.62,544.66
784F59S603770,AN35,56.97,305.48,61.92,547.57
784F59S603770,AN36,49.92,305.15,54.25,551.79
784F59S603770,AN37,43.99,304.74,47.86,545.62
784F59S603770,AP2,70.06,297.16,72.72,541.85
784F59S603770,AP3,75.61,297.01,76.71,541.27
784F59S603770,AP4,85.88,293.52,84.75,546
784F59S603770,AP9,120.54,290.38,114.43,506.99
784F59S603770,AP24,133.35,296.85,131.62,482.25
784F59S603770,AP26,126.15,293.77,121.48,482.8
784F59S603770,AP33,72.92,299.16,74.52,541.17
784F59S603770,AP34,64.52,300.83,66.33,547.03
784F59S603770,AP35,56.82,302.96,60.2,548.89
784F59S603770,AP36,45.48,306.64,52.78,548.74
784F59S603770,AR1,69.36,295.36,71.21,540.35
784F59S603770,AR2,74.46,296.94,74.7,541.95
784F59S603770,AR3,78.44,296.29,79.53,547.02
784F59S603770,AR4,88.04,293.49,84.76,550.95
784F59S603770,AR5,94.43,293.25,91.18,540.96
784F59S603770,AR6,97.85,295.71,96.72,494.07
784F59S603770,AR7,110.17,288.42,103.42,501.78
784F59S603770,AR8,118.25,288.3,110.06,503.54
784F59S603770,AR10,127.85,287.24,119.76,494.77
784F59S603770,AR25,130.05,294.04,126.69,487.1
784F59S603770,AR27,122.85,290.05,116.87,481.39
784F59S603770,AR28,115.18,295.22,110.48,482.39
784F59S603770,AR29,102.11,300.57,103.62,537.23
784F59S603770,AR30,94.23,302.74,96.36,536.73
784F59S603770,AR31,90.78,301.58,90.5,535.72
784F59S603770,AR32,79.85,305.1,82.36,539.61
784F59S603770,AR34,69.48,303.71,71.99,541.69
784F59S603770,AR35,63.53,301.75,64.45,547.08
784F59S603770,AR36,55.12,304.23,56.58,548.78
784F59S603770,AR37,46.81,302.94,50,546.76
784F59S603770,AT3,76.21,296.18,77.69,542.7
784F59S603770,AT4,85.14,293.3,81.46,552.96
784F59S603770,AT9,122.95,292.2,116.36,505.42
784F59S603770,AT24,135.13,294.57,132.95,486.79
784F59S603770,AT26,128,296.08,123.38,486.5
784F59S603770,AT33,73.99,299.71,75.63,542.92
784F59S603770,AT35,63.67,302.86,64.9,543.13
784F59S603770,AT36,53.28,304.02,55.7,550.53
784F59S603770,AU1,68.69,300.03,70.8,539.03
784F59S603770,AU2,68.54,304.43,74.19,544.63
784F59S603770,AU3,79.03,296.99,78.87,550.98
784F59S603770,AU4,84.87,297.59,85.09,552.29
784F59S603770,AU5,95.48,294.51,91.02,541.8
784F59S603770,AU6,107.14,286.27,97.06,491.38
784F59S603770,AU7,110.03,291.24,103.69,498.55
784F59S603770,AU8,118.46,287.99,110.71,501.86
784F59S603770,AU9,122.08,289.18,115.41,504.2
784F59S603770,AU10,126.21,288.16,120,496.05
784F59S603770,AU24,133.56,295.74,132.09,488.02
784F59S603770,AU25,132.3,293.04,127.8,483.13
784F59S603770,AU26,126.66,294.7,121.97,480.67
784F59S603770,AU27,121.63,296.59,117.9,480.75
784F59S603770,AU28,116.2,295.06,111.11,486.17
784F59S603770,AU29,103.88,302.55,104.28,537.27
784F59S603770,AU30,97.49,300.05,96.41,534.37
784F59S603770,AU31,90.48,298.55,90.66,533.64
784F59S603770,AU32,83.55,303.38,83.61,538.66
784F59S603770,AU34,70.69,301.73,73.18,540.2
784F59S603770,AU35,60.72,305.56,64.79,544.21
784F59S603770,AU36,58.45,301.63,57.67,546.84
784F59S603770,AU37,50.28,301.51,51.82,542.81
784F59S603770,AV2,70.21,297.37,71.93,540.5
784F59S603770,AV3,79.17,295.85,75.5,543.2
784F59S603770,AV4,85.4,295.41,83.73,547.51
784F59S603770,AV5,90.45,293.8,89.21,544.44
784F59S603770,AV6,105.45,286.89,95.19,492.27
784F59S603770,AV7,108.93,289.88,101.6,496.5
784F59S603770,AV8,114.51,289.98,109.22,503.88
784F59S603770,AV10,126.37,289.83,118.23,495.76
784F59S603770,AV25,129.81,293.46,125.8,488.48
784F59S603770,AV27,123.37,290.45,117.14,477.95
784F59S603770,AV28,117.96,291.4,110.13,480.59
784F59S603770,AV29,100.8,302.8,103.83,536.07
784F59S603770,AV30,88.66,310.82,96.92,532.96
784F59S603770,AV31,89.18,300.99,91.01,533.48
784F59S603770,AV32,78.06,303.28,83.03,534.77
784F59S603770,AV33,74.5,300.51,74.94,538.4
784F59S603770,AV34,70.4,299.57,68.42,539.22
784F59S603770,AV35,59.62,303.12,62.29,541.53
784F59S603770,AV36,51.43,303.92,54.95,544.8
784F59S603770,AW1,70.11,295.27,68.25,538.58
784F59S603770,AW2,71.49,297.19,71.76,543.69
784F59S603770,AW3,79.39,294.21,76.37,546.17
784F59S603770,AW4,83.79,296.56,82.59,554.03
784F59S603770,AW5,90.31,291.19,86.72,545.2
784F59S603770,AW6,98.87,290.77,92.93,492.89
784F59S603770,AW7,106.35,291.05,99.03,491.79
784F59S603770,AW8,113.87,288.51,106.29,502.86
784F59S603770,AW9,118.85,291.95,113.61,504.76
784F59S603770,AW10,121.17,291.31,115.37,495.25
784F59S603770,AW24,137.16,290.19,129.16,489.59
784F59S603770,AW25,128.32,293.89,123.04,486.39
784F59S603770,AW26,126.13,292.75,120.47,476.92
784F59S603770,AW27,117.54,295.19,114.27,476.9
784F59S603770,AW28,116.43,291.47,108.35,480.92
784F59S603770,AW29,105.37,296.67,102.03,535.9
784F59S603770,AW30,96.04,298.35,94.9,534.24
784F59S603770,AW31,91.72,298.9,89.25,534.86
784F59S603770,AW32,82.82,299.55,82.03,535.81
784F59S603770,AW34,67.3,302.62,72.25,541.39
784F59S603770,AW35,61.56,303.93,64.63,543.84
784F59S603770,AW36,57.57,299.58,56.81,542.31
784F59S603770,AW37,51.59,298.45,50.95,542.14
784F59S603770,AY3,70.24,297.73,73.29,545.72
784F59S603770,AY4,80.08,294.42,77.44,554.06
784F59S603770,AY9,113.2,293.6,109.65,505.45
784F59S603770,AY24,130.84,294.34,126.45,486.71
784F59S603770,AY26,122.21,294.04,117.11,477.78
784F59S603770,AY33,77.39,298.52,73.69,536.39
784F59S603770,AY35,61.42,301.46,62.55,547.95
784F59S603770,AY36,52.66,303.48,54.65,545.44
784F59S603770,B2,-120.24,298.41,-117.35,497.71
784F59S603770,B3,-113.59,296.21,-112.35,498.6
784F59S603770,B4,-107.73,295.02,-110.2,496.9
784F59S603770,B5,-109.15,300.18,-106.34,500.89
784F59S603770,B6,-105.27,295.58,-104.76,500.89
784F59S603770,B7,-111.16,298.95,-106.01,500.11
784F59S603770,B8,-98.85,297.48,-99.48,497.51
784F59S603770,B9,-102.51,297.59,-101.2,497.44
784F59S603770,B11,-97.72,298.42,-96.73,498.18
784F59S603770,B12,-90.06,291.83,-94.95,493.88
784F59S603770,B14,-92.79,296.43,-93.41,493.69
784F59S603770,B15,-94.13,298.76,-92.13,500.34
784F59S603770,B17,-92.39,298.22,-91.44,499.92
784F59S603770,B18,-92.32,298.06,-91.6,501.02
784F59S603770,B20,-92.89,298.7,-91.92,499.31
784F59S603770,B21,-101.05,299.94,-96.2,500.88
784F59S603770,B22,-98.4,300.64,-94.08,507.61
784F59S603770,B23,-100.35,298.37,-99.85,497.08
784F59S603770,B24,-100.22,303.23,-97.57,504.39
784F59S603770,B25,-106.4,303.23,-102.64,500.99
784F59S603770,B26,-105.66,301.43,-101.54,506.68
784F59S603770,B27,-111.75,300.38,-108.04,500.51
784F59S603770,B28,-108.43,300.78,-106.48,505.61
784F59S603770,B29,-113.67,300.05,-112.77,500.75
784F59S603770,B30,-115.98,300.91,-112.89,503.41
784F59S603770,B31,-121.12,299.97,-120.49,494.82
784F59S603770,B32,-121.6,301.14,-120.05,504.46
784F59S603770,B33,-130.1,303.58,-126.6,500.26
784F59S603770,B34,-121.57,298,-124.96,501.73
784F59S603770,B35,-129.49,299.84,-128.26,502.81
784F59S603770,B36,-130.62,300.69,-130.7,500.2
784F59S603770,B37,-134.39,298.65,-136.17,493.08
784F59S603770,BA1,64.48,296.11,65.81,538
784F59S603770,BA2,63.57,301.16,68.74,544.83
784F59S603770,BA3,72.56,296.16,73.45,548.31
784F59S603770,BA4,79.05,297.73,78.78,553.35
784F59S603770,BA5,85.85,293.13,83.8,548.85
784F59S603770,BA6,93.56,291.5,89.36,490.86
784F59S603770,BA7,102.34,290.34,95.53,491.9
784F59S603770,BA8,110.6,288.21,102.37,498.49
784F59S603770,BA10,117.26,289.76,110.82,496.93
784F59S603770,BA25,123.82,295.21,118.68,484.45
784F59S603770,BA27,117.26,291.92,110.76,474.45
784F59S603770,BA28,111.93,291.55,104.95,480.43
784F59S603770,BA29,99.98,297.01,99,538.62
784F59S603770,BA30,95.42,295.45,92.31,536.61
784F59S603770,BA31,86.18,299.08,86.92,537.77
784F59S603770,BA32,80.92,298.85,79.77,536.59
784F59S603770,BA34,69.16,301.25,69.91,537.99
784F59S603770,BA35,60.65,300.51,62.1,546.04
784F59S603770,BA36,54.89,300.28,54.9,547.86
784F59S603770,BA37,47.44,303.41,49.88,548.47
784F59S603770,BB2,60.18,297.55,64.78,544.94
784F59S603770,BB3,67.99,294.8,68.97,548.22
784F59S603770,BB4,75.49,295.72,76.49,554.77
784F59S603770,BB9,105.61,293.57,103.74,507.69
784F59S603770,BB24,120.2,298.27,121.2,490.35
784F59S603770,BB26,116.94,292.98,112.86,483.14
784F59S603770,BB33,68.69,299.74,69.66,541.99
784F59S603770,BB34,64.57,296.8,63.08,545.75
784F59S603770,BB35,54.6,303.58,57.09,546.43
784F59S603770,BB36,48.67,300.87,50.8,544.96
784F59S603770,BC1,57.5,298.55,60.32,541.19
784F59S603770,BC2,61.61,298.22,63.08,544.46
784F59S603770,BC3,66.16,298.38,67.45,549.14
784F59S603770,BC4,73.83,295.09,73.25,553.57
784F59S603770,BC5,81.76,294.82,80.09,545.01
784F59S603770,BC6,92,289.92,84.81,493.93
784F59S603770,BC7,98.36,287.83,90.38,493.68
784F59S603770,BC8,100.6,289.86,95.32,504.47
784F59S603770,BC9,100.29,292,96.18,505.64
784F59S603770,BC10,111.68,290.39,104.95,494.79
784F59S603770,BC24,113.73,299.56,113.59,497.17
784F59S603770,BC25,117.35,293.98,113.24,488.27
784F59S603770,BC26,113.44,288.07,106.11,487.71
784F59S603770,BC27,113.07,290.74,104.9,475.83
784F59S603770,BC28,103.77,296.71,100.11,483.39
784F59S603770,BC29,95.31,298.78,94.4,541.46
784F59S603770,BC30,88.37,302.59,87.98,539.16
784F59S603770,BC31,82,300.23,82.69,535.92
784F59S603770,BC32,79.29,297.74,76.45,540.15
784F59S603770,BC34,60.05,303.09,64.44,544.04
784F59S603770,BC35,54.7,302.13,57.52,545.41
784F59S603770,BC36,49.34,301.31,50.89,552.15
784F59S603770,BC37,46.33,300.87,46.28,544.56
784F59S603770,BD3,61.24,296.97,62.58,546.47
784F59S603770,BD4,70.25,294.01,66.87,555.95
784F59S603770,BD5,75.45,295.74,74.14,545.95
784F59S603770,BD6,86.23,290.01,78.74,490.2
784F59S603770,BD7,89.32,290.36,83.75,494.57
784F59S603770,BD8,94.79,290.1,88.11,503.22
784F59S603770,BD10,102.11,293.67,96.92,497.04
784F59S603770,BD25,111.5,293.46,106.05,493.03
784F59S603770,BD27,105.23,290.71,97.79,486.18
784F59S603770,BD28,101.61,290.76,93.41,485.42
784F59S603770,BD29,89.02,298.62,87.93,540.88
784F59S603770,BD30,83.33,299.98,83.02,538.84
784F59S603770,BD31,80.09,296.87,77.37,542.55
784F59S603770,BD32,72.86,299.2,71.4,543.32
784F59S603770,BD33,62.06,301.41,63.84,544.34
784F59S603770,BD35,55.84,299.09,53.92,548.47
784F59S603770,BD36,47.15,300.6,47.08,548.41
784F59S603770,BE1,46.27,303.05,54.19,541.65
784F59S603770,BE2,54.47,296.23,56.67,545.39
784F59S603770,BE3,62.31,296.41,61.49,546.95
784F59S603770,BE4,65.84,297.38,66.45,555.06
784F59S603770,BE5,67.98,295.17,68.29,547.4
784F59S603770,BE6,76.41,293.69,72.49,487.55
784F59S603770,BE7,79.21,295.35,77.22,487.36
784F59S603770,BE8,85.07,291.43,81.42,502.4
784F59S603770,BE9,95.02,290.1,87.52,506.26
784F59S603770,BE10,90.61,293.59,87.43,498.06
784F59S603770,BE24,110.19,295.68,106.32,497.95
784F59S603770,BE25,100.16,294.03,97.13,490.27
784F59S603770,BE26,104.91,293.3,97.9,481.47
784F59S603770,BE27,97.29,291.6,90.63,482.88
784F59S603770,BE28,94.65,291.73,86.55,484.39
784F59S603770,BE29,82.07,299.47,82.34,542.92
784F59S603770,BE30,79.88,296.54,76.94,539.05
784F59S603770,BE31,70.94,300.81,72.07,543.92
784F59S603770,BE32,67.14,300.36,66.74,548.24
784F59S603770,BE34,55.46,303.24,59.22,547.64
784F59S603770,BE35,49.52,300.93,52.11,553.82
784F59S603770,BE36,46.28,299.06,45.96,555.45
784F59S603770,BE37,39.95,303.57,41.28,544.6
784F59S603770,BF2,50.25,296.35,51.79,544.6
784F59S603770,BF3,59.18,294.15,55.88,545.8
784F59S603770,BF4,62.81,295.77,62.02,552.26
784F59S603770,BF9,84.83,293.22,80.28,506.8
784F59S603770,BF24,98.93,297.4,97.29,501
784F59S603770,BF26,96.02,291.44,89.63,484.86
784F59S603770,BF33,60.62,298.96,57.99,550.78
784F59S603770,BF34,54.71,298.9,52.1,553.73
784F59S603770,BF35,48.24,298.11,46.69,555.14
784F59S603770,BF36,39.16,302.18,41.47,552.91
784F59S603770,BG1,45.55,296.79,45.97,544.96
784F59S603770,BG2,42.01,302.69,48.33,545.4
784F59S603770,BG3,49.73,298.9,52.99,548.29
784F59S603770,BG4,61.3,293.14,57.43,550.11
784F59S603770,BG5,58.85,300.91,62.21,544.94
784F59S603770,BG6,68.51,292.14,65.6,490.69
784F59S603770,BG7,71.98,293.37,69.35,488.71
784F59S603770,BG8,80.4,289.95,73.3,499.41
784F59S603770,BG10,85.86,292.05,78.81,496.12
784F59S603770,BG25,95.29,293.28,88.74,495.32
784F59S603770,BG27,88.95,293.08,83.43,482.38
784F59S603770,BG28,86.89,293.25,80.31,486.44
784F59S603770,BG29,77.21,298.25,76.08,542.44
784F59S603770,BG30,71.45,300.43,71.01,544.52
784F59S603770,BG31,68.08,299.83,66.77,551.11
784F59S603770,BG32,61.23,298.88,61.69,548.07
784F59S603770,BG34,50.22,302.48,52.8,553.77
784F59S603770,BG35,46.23,299.62,45.5,555.48
784F59S603770,BG36,36.79,303.64,39.9,564.37
784F59S603770,BG37,33.49,305.27,34.77,553.53
784F59S603770,BH3,39.62,308.01,47.23,548.45
784F59S603770,BH4,48.47,298.94,51.42,554.4
